,premise,hypothesis,label,aug_type
152565,A black dog walks along a rocky beach.,A can is walking.,0,back_translation
545945,"A can, holding a bird na mouth, jumping a fence.","A hunting dog, with a bird in its mouth, jumps a fence",0,back_translation
250741,two large dogs run along a muddy path.,The dogs are walking.,2,bert_replacement
482251,a young boy wearing a clever black and white shirt with his head bowed down,a untested male child wearing a ingenious black and white shirt with his head bowed down,0,synonym_w2v
472900,A woman with a white shirt and red pants is writing something in a museum.,A woman writes something important.,1,back_translation
538358,three guide dogs are digging in the snow.,Dogs are going for a walk.,1,bert_insertion
64012,People on a street in front of the amphitheatre.,people in front of coliseum,0,synonym_w2v
476764,A woman with a short-sleeved short-sleeved shirt and a green shopping bag examines fish in an outdoor market while a salesman on a white apron on a grey t-shirt handles an empty plastic bag.,The empty plastic bag is used to hold the fish purchased.,1,back_translation
30144,two sweaty men converse along the city sidewalk.,Two men are in their cars.,2,bert_insertion
306057,Here is a picture of a girl wearing a shirt half ways up and standing behind a woman who is looking down.,The girl is attracted to the woman.,1,bert_replacement
262529,"Two women are conversing outdoors, while a third looks on.","Too shy to talk, the man watched the other two women talk.",1,bert_replacement
377722,A boy dressed similar a Trojan horse soldier is having his picture taken by a woman wear a blue shirt.,A boy is dressed as a soldier for Halloween,1,synonym_w2v
146065,"Two elderly gentleman, one in a red plaid shirt and the other in a gray shirt, playing checkers on a granite table.",there are men actually boxing on a cow,2,bert_replacement
49439,A mother and her two babies sitting on a couch that is in the grass on the side of a road.,A mother and her two babies sleeping close together on a bed inside their home.,2,bert_replacement
299217,"Old people standing in a way seem at pictures on a white wall, while one human race is taking a photograph.",Some people are sightseeing from the top of the Eiffel Tower.,2,synonym_w2v
57906,A can blanc runs towards the Red Frisbee on the grass.,A dog chews a bone.,2,back_translation
284234,A young man wearing a purple shirt does the oblivion in a lyceum.,A young man in in the gymnasium.,0,synonym_w2v
61114,there a large tan black dog sits on a grassy hill.,A large tan dog sits outside.,0,bert_insertion
11678,An elderly man wearing a coat and jacket is bicycling down a brick paved path while sunlight streams through autumn trees ahead.,The old man is cycling to the store.,1,bert_replacement
403437,"The boys are standing outside of a brick establishment, whee a lot of hòmber starts running.",The boys are out.,0,back_translation
429763,A man in costume of black martial arts unravels a sword on a training carpet in a field.,A man crushes the opponent in a training session.,1,back_translation
384065,A young Asian man in a blue shirt with a small beard and mustache takes notes with a pencil from a large book.,a young slightly asian man clad in half a blue shirt with only a small beard and mustache takes notes starting with a pencil from a large book.,0,bert_insertion
453770,A man with black hair is using an orange chainsaw to haul wood.,The man has hair.,0,bert_replacement
132487,A man with a green shirt and each red lifeguard are sitting in a canoe flowing around the lake.,A man in a life jacket is in a boat.,0,back_translation
330858,The patterns are purchases although a Chinese side market.,People sit in the park.,2,back_translation
522883,A person wearing a blue jacket and fur lined hat is sitting on the street holding something that looks like a sandwich in his hand.,A person wearing a bluing jacket and pelt lined hat be sitting on the street holding something that looks like a sandwich in his hand.,2,synonym_w2v
259493,a trendy young man is standing talking on his cellphone near a circular fountain and is wearing shiny red sunglasses and slightly shiny black loafers.,A man is talking to his girlfriend,1,bert_insertion
388223,A group of young men is jogging in a resort area.,The men is surfing,2,bert_replacement
473336,A man will help his friend hammer himself.,friends get drunk,0,back_translation
115836,"A man, with a kualia tail and sandals, wears a hula hoop.",man wearing hula hoops,0,back_translation
506906,and a man writes on the ground with really a stick.,The man is writing a message for passersby.,1,bert_insertion
483248,two dogs are shown playing in a small grassy field,Two dogs are outside.,0,bert_insertion
309205,Marathon runners running towards the finish line.,Endurance contest runners running towards the finish line.,2,synonym_w2v
17542,Three people singing on stage.,There are people giving a vocal performance.,0,back_translation
112638,Two workers working on putting up lanterns.,The people are sitting doing something,2,bert_replacement
410989,A dog captures a red Frisbee in the snow.,A dog chews a shoe.,2,back_translation
205042,Three bikers in white shirts all smile as a picture.,Three bikers in shirts pose as a picture after a victory.,1,bert_replacement
535818,A woman with five kids walks around her with a smile on her face.,A woman is miserable and frowning.,2,bert_replacement
247349,a woman in a white silk halter top and white fluffy short coat is motioning with her tiny hands.,The woman is moving her hands.,0,bert_insertion
132989,The children are playing a game of checkers.,the other children are playing a game instead of checkers.,2,bert_insertion
343745,"a man sitting playing a guitar, while a man standing playing a big cello.",L'home sleeps while he's tacking on the instruments.,2,back_translation
312716,Man in blanc kicking another man in blanc.,One man embraced another man.,2,back_translation
206349,"A white and brown spotted dog, standing on its hind legs in front of a woman and a cake.","A livid and brown spotted wienerwurst, stick out on information technology hind legs in front of a woman and a cake.",2,synonym_w2v
410824,A black man wear a beanie doing head spin on composition board.,the man is a pro,1,synonym_w2v
162286,A man sings inside a microphone.,A man sings the national anthem and enters a microphone in an abundant stadium.,1,back_translation
149004,An old man with a black shirt sitting on a fire hydrant.,A human session.,0,back_translation
532322,A black-haired woman in a white skirt and black boots is carrying a red bag and walking down the street.,a black - haired woman clothed in just a white skirt and black boots is shown carrying a red bag and carefully walking back down the street.,1,bert_insertion
105385,"A child receives dental care from a dentist, while another health care professional has his hand.",A boy is filling a cavity.,1,back_translation
75357,Two children in the bikes in front of a house.,Two children on bikes.,0,bert_replacement
518379,Two players face off in ice-hockey as the referee has just thrown the puck onto the ice.,two players face head off simultaneously in ice - hockey as the referee has just just casually thrown the puck onto the ice.,2,bert_insertion
85821,An Asian woman and her son are sitting on a footpath on a bicycle while the boy points to something.,The lady is riding a bike with her daughter.,2,back_translation
54778,two wanitas riding bikes in the country.,The Saudis are riding bicycles through the French countryside.,1,back_translation
16472,The young person reviews his photos while sitting on a bench.,The young person reviews his photos while sit on a bench.,2,synonym_w2v
444603,"A adult male in a white liothyronine - shirt frames a photo upwards, near a pipe electric organ.",A man stands with a camera.,1,synonym_w2v
315133,a big brown and white dog is found playing with a large toy doll in a field of green grass and clover.,A dog is dragging his rawhide through the grass.,1,bert_insertion
191736,Gentleman scraping steps in rock.,L'home keeps the properties very clean.,1,back_translation
352418,"Shirtless man wearing rollerskates in a large crowd with a sweat vest that reads ""just love me"".",A man riding a bike ran into three people.,2,bert_replacement
346299,a person wearing a white hooded sweatshirt covered with a blanket sitting on a blanket reading,A person sleeping on a blanket with a book.,2,bert_replacement
356875,A red man who swims with silver ugles,A man is swimming.,0,back_translation
115231,A small frankfurter and a big hot dog carrying a stick in its oral fissure run outside.,Dogs are running outside.,0,synonym_w2v
523899,A float representing the hanging times is shown in the back of a truck.,A float goes down the road for a parade.,1,back_translation
172767,Bronze statue of a man on the corner of a street as a woman in a blue shirt passes by.,A man is running after a dog,2,bert_replacement
264146,Asian woman in postal delivery uniform be labour a large pile of packages.,A postal worker moving lots of delievieries around.,1,synonym_w2v
368709,A boy stands overlooking a schoolyard where other children play.,a boy stands overlooking towards a schoolyard stage where other children also play.,1,bert_insertion
236451,A man works with tools on an automatic toll-booth bar.,A military personnel works with tools on an automatic toll - booth bar.,0,synonym_w2v
302322,A man in a light security suit is operating machinery in a factory.,The man is indoors.,0,bert_replacement
93719,A person in blue jeans is talking on the phone and walking down a street.,Someone's talking to his mom on the phone.,1,back_translation
164028,A bride tossing her bouquet to a group with women.,bride tosses bouquet to her friend that's never been married,1,bert_replacement
520950,two guys jumping up while crossing a bridge,deuce guys jumping upwardly while crossing a bridge,0,synonym_w2v
185173,A woman wearing a pink striped sweatshirt leans on a railing overlooking water.,A woman is dancing with her child.,2,bert_replacement
128456,A man wearing sunglasses and a pink scarf is peeking out of a truck,currently a man wearing fake sunglasses and a soft pink scarf is peeking out of a truck,2,bert_insertion
343902,A woman in holds a coconut in front of an interested dog.,A char in holds a cocoa palm in front of an interested dog.,2,synonym_w2v
427853,Two young children are seated in front of a live band.,two young vietnamese children are seated simultaneously in front rehearsals of a live band.,2,bert_insertion
416036,A young man walks with a bucket over his head.,a boy is rescheduled,0,back_translation
455833,The athlete wears protective gears.,An athlete wears protection.,0,back_translation
435926,A couple embracing as their picture is taken by a male photographer.,a couple embracing naked as their picture is taken by is a beautiful male photographer.,1,bert_insertion
3024,"A little girl in a pink, blue, orange and green hat with her hands on her face posing for the camera.",A little girl poses for a picture her friend is taking.,1,bert_replacement
220795,Bare-chested Asian laborer examining a conveyor belt motor.,another bare - white chested asian foreign laborer examining a conveyor belt motor.,0,bert_insertion
350005,Three girls wearing jackets running fast.,Three girls wearing red jackets running fast.,1,bert_replacement
82397,A next player prepares the ball for his teammate's kick.,The next player is in a police station.,2,bert_replacement
433062,The dog is chasing the goat around the yard.,The dog is give chase the goat around the railway yard.,0,synonym_w2v
481538,and a female singer sings passionately around while even the back - up guitarist plays in just the background.,Young family playing tunes on a beach,2,bert_insertion
176347,a second large brown dog begins to shake while just standing in between the water.,A large brown dog begins to shake.,0,bert_insertion
486364,A little boy at the steering wheel of a vehicle.,a little toy boy at the steering wheel thinking of a massive vehicle.,2,bert_insertion
293888,Hiker stand on top of the inning of a rock overlooking a townsfolk.,The man is sitting on a bench.,2,synonym_w2v
1214,A woman with dark hair is wearing a green sweater.,A woman is murdered.,0,bert_replacement
172714,A few people are sitting down watching a woman present something in a classroom as an gentleman looks reluctant in the background.,There is a presentation at 9.,0,bert_replacement
94531,A man with sunglasses looking straight ahead.,a man with sunglasses appeared looking straight ahead ahead.,2,bert_insertion
319546,the small guy in the soft gray wagamama t - 38 shirt seems a tad little tipsy as he chats with the woman smiling wearing a brown dress robe and black mardi gras style necklaces holding a glass flute of true ale.,the man is talking loud,1,bert_insertion
347087,An American African gadis who had just received a doll from a family that adopted her from the states.,A lot gets a gift.,0,back_translation
13544,A man in glasses and in a white shirt is playing an instrument.,The old man sits at the park.,2,bert_replacement
232801,Man and char having a serious conversation outside.,two people in a deep conversation,0,synonym_w2v
259201,"Woman is at table under an umbrella yellow, green and blue, while the crowd is at table under umbrella","A woman is standing, while a lot sits under an umbrella.",0,back_translation
190950,A woman in a blue uniform wraps the arm of a young lady.,A fair sex in a blue uniform wraps the arm of a young lady.,2,synonym_w2v
137273,"Young caucasian man in shorts, t-shirt, helmet and sunglasses mountain biking down a heavily wooded hill.","Young caucasian human in shorts, mt - shirt, helmet and sunglasses passel biking down a heavily wooded hill.",1,synonym_w2v
321798,Man and women enjoy view the mountains and ocean while sitting at a table.,Man and women enjoy view the mountains and the ocean.,0,bert_replacement
452152,Two wrestlers during a game in an open stadium fan that the crowd gets excited.,L'home is watching a fight match.,0,back_translation
425106,War veterans are attending an outdoor memorial ceremony.,There is a graduation ceremony in high school.,2,back_translation
273051,A boy in a baseball jacket runs the bases.,"A boy sits inside, playing a computer game.",2,bert_replacement
265073,A wellspring - dressed man sleeps on a subway.,a man is taking a photo of a shark while deep sea diving,2,synonym_w2v
364736,Two people in cold weather gear skiing.,Two citizenry in cold weather power train skiing.,1,synonym_w2v
134563,An Asian human beings pushing crate of baked goods.,A worker by some crates.,0,synonym_w2v
361393,"A little girl relaxing in a wash tub, is eating coconut yogurt.",A girl is eating yogurt in a bathtub.,0,bert_replacement
392228,"An artist of fire male and female, perform trade in front of an audience.",A male and a female are sleeping.,2,back_translation
250623,suddenly a husky young boy clothed with off only underwear and flip - flops on walks through a doorway.,A barely dressed child walks through an opening.,0,bert_insertion
358726,A Chinese looking woman with holes in her jeans is talking on a cellphone.,The man wore a nice hat.,2,bert_replacement
476138,"A guy carrying a green wig thinks he's cool while another guy looks horror at a bottle that apparently landed on the green wig in a game, all while a girl in a skirt smiles at the camera.",There's a jogging group across the park.,2,back_translation
316710,A guy in a huge wooden tub while people are looking over.,a guy in walks a huge wooden hot tub while people are just looking over.,0,bert_insertion
173729,Two people are shedding down a ski slope with a mountains in the background,Two people are shedding down a ski side with a mess in the background,0,synonym_w2v
494217,they kept playing guitar on live concert.,They kept performing.,0,bert_replacement
5297,A man in a blue and white shirt shows concern for a girl in a suv.,a man dressed in just a blue slacks and white shirt shows serious concern for a girl in a suv.,1,bert_insertion
474353,A woman walking through the snow.,People dance in the snow.,1,back_translation
211937,Two people are waling down an empty sidewalk.,2 people are waling toss off an empty sidewalk.,2,synonym_w2v
373645,A man in a red shirt and brown short is standing in front of a tree picking at his device.,"Outside, a man wearing a red shirt and brown shorts is picking at his device.",0,bert_replacement
155282,now two men in hard sailor hats sit on the roof of a building that is already under construction.,Two men are working on a building,1,bert_insertion
396097,a man sits at a bar holding his phone.,A man is sitting at a bar.,0,bert_replacement
108189,Yellow dough is rolled come out of the closet with a rolling flag.,A man bumps into a table.,2,synonym_w2v
185699,A girl in a green hat taking a careful look at an item.,There is a girl.,0,bert_replacement
421133,an old woman wearing a plain yellow jacket and blue jeans trying to nervously choose among some vegetables from a pleasant street stand.,A woman is buying vegetables to cook for dinner.,1,bert_insertion
20850,prologue a woman holding a red balloon dresses in a red mail coat.,a woman is on her way to work,1,bert_insertion
488466,A man in a blue coat and blue sweater is handing a woman in a brown jacket a plastic bag.,A cashier is giving a woman a plastic bag.,1,bert_replacement
323624,A young boy kicks a soccer ball while six others play but are dressed as referee.,occasionally a young masked boy usually kicks a soccer ball while six other others play but are dressed as referee.,1,bert_insertion
184298,A man is in the middle between two pieces of architectural art in the shape of a cone.,A man is close to some art.,1,back_translation
467649,A black shirt man and jeans lie on the sidewalk looking at the camera.,The man is getting the picture that,1,back_translation
246107,A snowboarder flies through the desert in front of leafless trees.,An person is riding a snowboard.,0,bert_replacement
219904,people walking on sidewalks on a beautiful city street.,People walking on a street,2,bert_replacement
394006,A happy young girl in pigtails watching something.,a happy dressed young girl in pink pigtails watching something.,2,bert_insertion
76506,Two people are walking in the snow.,Two people are in the fridge,0,back_translation
176507,a little teenage boy in a swimming water pool.,The boy is wearing a life jacket.,1,bert_insertion
476081,"A young man in a yellow shirt jumps into a grassy area with a younger boy, in a white shirt, standing behind him.",A boy and his brother are playing in the grass.,1,back_translation
414584,"Several mass, baby sit in a park on the gunter grass, grilling.",People are running around trying to catch someone.,2,synonym_w2v
464517,A small kid wearing a helmet smiles while his father is doing some adjustment at its back.,The kid is playing video games at home.,2,bert_replacement
53003,a man running and a pretty woman walking out of a convenience store.,teens are playing in the ground.,2,bert_insertion
339483,A man is pushing chairs on a busy street.,The man is outside pushing chairs.,0,bert_replacement
305014,"A young man is fishing from a dock, in a river, surrounded by trees.",a boy is catching a lot of fish from the dock,1,back_translation
128721,A group of people are sitting in a square that is decorated with large green metal hunters pieces of art.,Several of the people are talking to each other.,1,back_translation
416940,suddenly a crowd is watching street boxing performers.,There are no performers.,2,bert_insertion
44101,A water truck creates a rainbow up a street.,A water truck is up the street.,0,bert_replacement
384067,A young Asian man in a blue shirt with a small nose and mustache takes notes with a pencil from a large book.,The Asian man in blue takes notes with a pencil.,1,bert_replacement
260470,A gentleman's gentleman on a ten - invertebrate foot unicycle entertains a crowd of delighted onlookers.,a man is on eating in the restaurant,2,synonym_w2v
56885,A young blond girl sitting depressed while eating.,The girl has food.,0,synonym_w2v
101693,A group of children stand around smiling at a boy whom is blindfolded holding a large stick and wearing a blue tee-shirt with khaki shorts.,A group of child stand around smiling at a boy whom is blindfolded holding a heavy stick and wearing a blue football tee - shirt with khaki shorts.,1,synonym_w2v
267782,"A young, brown-haired girl in a Hello Kitty shirt with a bouquet of flowers wrapped in leopard printable paper",A baby has flowers,0,back_translation
388598,Asian people walk to work through with town.,Some people are on their way to work.,1,synonym_w2v
294807,and a young woman putting on a rope dance for seating a small audience.,A sad woman putting on a dance for a small audience.,1,bert_insertion
140443,A man walking across a dirty street in front of a building that has graffiti and posters on it.,A man is walking fast across a dirty street.,1,bert_replacement
296657,Someone wearing black shirt and shorts and another wearing gray top and jeans skirts are walking some dogs.,The two people are walking some dogs together.,0,bert_replacement
184120,but a young man stares into the empty distance while an older aged lady looks the other her way.,A man stares at an old lady who is staring directly back at him.,2,bert_insertion
307553,A cheerleading team do a bit on chairs.,The group stands on the chairs.,1,synonym_w2v
394786,"A man with a red shirt, brown shorts, and a red and white Nikes is jumping through the air to beat a tennis ball on a track.",an Irish man is playing lawn tennis in grass dish,1,back_translation
251746,Ii men pretend to live knights.,Two men are pretending.,0,synonym_w2v
32029,A man wear upon a white shirt and jeans is dedicate a lecture while pointing to a country name on the screen behind him.,The country is China.,1,synonym_w2v
216210,An old lady with a cane is walking down the street.,an old lady with a sharpened cane pen is walking barefoot down the street.,0,bert_insertion
523753,A white wedding style cake topped with white roses sits atop a stainless steel table while a adult male decorates an nut shaped cake with a scroll pattern in the backdrop.,A cake topped with tasty white roses.,1,synonym_w2v
196148,Two dogs play surfing.,Two cans smulgons a man's arm.,2,back_translation
438380,A priest working at an abortion booth.,The priest is doing his job at the abortion booth.,0,bert_replacement
473241,The lady seems upset about something.,The lady is upset.,0,back_translation
313236,A woman in hospital scrubs jumps on the sidewalk as a second woman in hospital scrubs watches.,A woman in hospital scrubs jump on the sidewalk as a second woman in hospital scrubs watches.,1,synonym_w2v
279028,A male be protesting out in front of a store.,A man is outside of a store.,0,synonym_w2v
105664,One man and two children help put food products on the check-out conveyor belt.,The man accesses a shopping cart.,1,back_translation
423063,Deuce young people are approached by a flamboyant young womanhood preen in a red two piece and a red feathered headress.,Everyone is wearing a burqa.,2,synonym_w2v
379040,Two children are shown upside down.,two children depicted are shown upside him down.,0,bert_insertion
52941,Two women are walking along a path next to a remedy factory.,Two women are at a factory demonstration.,1,bert_replacement
35299,A man in a striped shirt and two redheaded boys are posing for a picture outside.,then a young man in a striped shirt and two redheaded boys are posing for on a moving picture outside.,2,bert_insertion
426371,A woman in a blue swimsuit is jumping from a dock into a lake.,A woman is in the open.,0,back_translation
169293,Guy outside of his car stuck in snow.,A man is standing outside of his car that is stuck in the snow.,0,bert_replacement
507739,"a group of girls co - ed youth hand job wash themselves a red truck, one washes the back glass while still another washes the side door with merely a rag.",A man walks into a grocery store.,2,bert_insertion
520615,A man holding a cup and wearing a yellow striped shirt be sitting following to a human beings wear out a blue shirt.,Two brothers sit next to each other.,1,synonym_w2v
268557,Two high basketball players are trying to block a smaller player from throwing the ball.,Two short basketball players are trying to block a higher player from throwing the ball.,2,back_translation
402402,A birthday girl with goggles is floating in the pool.,The birthday girl is on a pool floatie.,1,bert_replacement
74314,a whole construction crew filling half a whole.,The men are playing football,2,bert_insertion
106635,A man dressed in martial dance clothing is breaking a piece of wood with his foot as other students watch.,A human being wearing clothes is moving.,0,bert_replacement
481921,"An occupied village, with neon lights, lots of people and traffic.",A woman rides a horse by the beach.,2,back_translation
454751,A young girl swinging off a tire swing,A young girl is climbing a ladder.,2,bert_replacement
5015,young man came standing on one extended hand in front of all an audience.,The young adult stood on one hand during his performance.,0,bert_insertion
194698,A man is attached to a pole with a wire harness.,A man is fixing the telephone line.,1,bert_replacement
390141,An adult and a child pass along the beach during the day.,Some people collecting seashells along the beach.,1,synonym_w2v
463534,"A man in a crimson and white plunder shirt and black crownwork holds his hand upwardly to a sign that says "" Playboy. """,There is one man in this picture.,0,synonym_w2v
146607,Work force in orange do clean up beside of a underpass.,The men are cleaning.,0,synonym_w2v
159495,A woman climbs a ladder to paint the sofa.,a pro-clims climber painter,1,back_translation
116586,Smiling woman in a blue apron standing in front of a pile of bags and boxes.,Smile woman in a blue apron standing in presence of a quite a little of bags and boxes.,1,synonym_w2v
427879,A blond girl in a tennis uniform walks toward the other side of th court.,A blond miss in a tennis undifferentiated walks toward the other side of th court.,2,synonym_w2v
450730,people walking upside down along a sidewalk in an urban environment.,people are walking,0,bert_insertion
30353,two young children riding in a toy car at a real bus station,Two children are at a bus station.,0,bert_replacement
23088,An Asian man performs on a stage decorated with many lights.,An Asian man is interviewed on stage.,0,bert_replacement
3175,"US troops keeping calm in a no fly zone at one to the crucial points in Tripoli, Libya.",A group to troops are laughing and talking.,2,bert_replacement
61705,Valet de chambre wearing chickenhearted coats working on a the sidewalk.,Women walk on the sidewalk.,2,synonym_w2v
132912,"A man sits in the sunlight, on a bench, playing a banjo while a Canadian goose hears.",L'home is sitting on a bench in the moonlight.,2,back_translation
439299,A woman is blowing bubbles outside in the middle of a crowd.,A huge human in a crowd,1,bert_replacement
242617,a young girl wearing purple running through water,a untested girl wearing over embellished running through water,0,synonym_w2v
101911,"A charwoman in a flowing and ruffled dress performs in the middle of a fine wood trading floor, fence by onlookers.",The woman is walking through an empty room.,2,synonym_w2v
444859,A little boy in a white shirt and white jeans is pushing the swing that a little boy in a red shirt and white shorts is sitting in.,The little boy in the white shirt was making the swing go faster and higher for the boy in the red shirt,1,bert_replacement
176027,A woman sits on a man's shoulders using a heavy brush as a hammer.,A woman and a man hug each other while they're watching a horror movie.,2,back_translation
411512,The wise man that a gray beard sleeps under a tree.,A guy's sleeping.,1,back_translation
305549,A woman rides a cabai near a frozen lake in winter.,A woman's out.,0,back_translation
351452,An elderly woman wearing a pink floral dress carrying some magazines.,outside an elderly woman wearing a pink floral dress sits carrying some fashion magazines.,2,bert_insertion
200278,a young italian man is sitting awkwardly next to the ornate gold building wall with the backpack on the hard ground and then hiding his face in his hands.,An older woman claps her hands while standing near a plain window.,2,bert_insertion
40499,A man is wearing a brown shirt and playing a green guitar as he sings into a microphone.,A man is wear down a brown shirt and act as a unripe guitar as he peach into a microphone.,0,synonym_w2v
393630,Priests in red entering a church.,A group of priests entering a church.,0,back_translation
317164,Two women are standing around a red chair in the center of a room while other women sit around the edges of the room.,Two women are digest around a red chair in the center of a way while other women sit around the edge of the room.,2,synonym_w2v
478531,Three men sitting around a table during a talk commitment.,Three men sit on the ground.,2,back_translation
29559,A woman in a blue shirt has her hand fold on a colorful table.,A woman has her hands placed on a table.,0,synonym_w2v
511766,Dog in shadow on beach past sunset.,Dog in shadow on beach past in the evening.,0,bert_replacement
442957,A couple walk to the side of a crowded walkway.,let a couple walk to the side edge of a suddenly crowded walkway.,1,bert_insertion
156438,The man in the violent boilers suit suffer on the sidewalk.,The man in the red overalls is standing outside.,0,synonym_w2v
225739,people playing football in a small snow - covered street.,People are playing outside.,0,bert_insertion
246221,A woman in a series of strange clothes.,A woman wears conflicting clothing.,0,back_translation
380463,A young man playing with a large yo-yo.,a young man playing with them a two large yo - a yo.,1,bert_insertion
88339,Young saxophone players wait during a break in a performance.,Sax player waits during performance.,0,back_translation
204545,This guitarist is pictured.,Someone is playing guitar.,0,bert_replacement
66590,2 young barefooted girls are climb an old lava flow with their father and mother following close behind.,Two young girls in shorts and bare feet climb a lava flow with their parents,1,synonym_w2v
3729,A woman wearing black glasses is sharing sugariness with a bambino female child wearing a princess lid.,The woman and her grandson enjoy their day out by themselves.,2,synonym_w2v
426503,Two dogs of back legs with faces close to each other over a grassy field.,Two dogs are in a field.,0,back_translation
248983,Three dogs fight for a green chew toy on a stone walkway.,Some puppies are playing with the toy that one owner threw.,1,bert_replacement
54091,Police officers in cabals stopped by a group of boys.,Police officers are yelling at the group of boys.,1,back_translation
338028,Two young boys are running done a grassy area.,A crowd of girls are camped in a grassy area.,2,synonym_w2v
77872,A group huddled together saying a little prayer.,a third group huddled together saying a little whispered prayer.,2,bert_insertion
196495,A man is doing a trick on a water board.,A woman skis at the bottom of a high hill,2,back_translation
159037,Three brown dogs play at sea.,The three dogs play in lava,2,back_translation
19315,A young man in a red t-shirt is cooking with a pan.,The young man's wearing a brown shirt.,2,back_translation
333377,A little girl walks through a field of wildflowers.,A small girl walkway through a field of wildflowers.,0,synonym_w2v
68002,Two wanitas and a man have babies and a little boy sits alone on a floor of dirt.,L'home is mutilating all the bats inside the mansion.,2,back_translation
321458,A white dog is trying to catch a ball in midair over a grassy field.,A white dog be trying to enchant a nut in midair over a grassy field.,1,synonym_w2v
137154,Synchronized swimmer water-dancing in a pool during a performance.,Synchronized swimmer water - dancing in a pool during a carrying into action.,1,synonym_w2v
113564,A bald man with a shaved beard and a tan shirt rests his head on another's arm.,The men are having dinner at the restaurant.,2,back_translation
455367,People cook food at a busy people's festival.,There are a multitude of people.,0,back_translation
200973,A guy with a red shirt talking with emotion.,Two ladies sixty to a bistro drinking coffee.,2,back_translation
426738,A man on a green bench is talking on his cellphone.,A man on a green bench be talking on his cellphone.,1,synonym_w2v
163368,a long - haired man in the water is depicted swinging his head causing both the rainbow water to constantly spray down in a spiral.,A woman is diving deep underwater.,2,bert_insertion
55685,A hockey player on ice making a hard left turn on his skates.,A hockey player on shabu making a hard left turn on his skate.,1,synonym_w2v
78097,A caucasian male in a green and white plaid shirt holding a microphone.,A caucasoid male in a green and white tartan shirt holding a mike.,1,synonym_w2v
327220,a man crash skis on a tiny snowy mountain.,A professional skier competing in a downhill event.,1,bert_insertion
539619,Two brown dogs wrestle in the snow.,There are dogs sleeping outside,1,bert_replacement
478451,Self-sacrificing men wearing black masks and no shirts marching in procession.,The men are asleep.,2,back_translation
529844,A man in a black shirt looks on with a grin while standing in front of two trays holding glasses with a yellow liquid.,when a man in a black shirt looks on on us with a smug grin while standing in front of two trays holding water glasses with a yellow amber liquid.,1,bert_insertion
538670,A young girl in a karate competition.,a young korean girl in a karate dance competition.,1,bert_insertion
342887,A seagull is stand on a picnic table,There are no seagulls.,2,synonym_w2v
108784,boy and girl practicing art marshal secret art on a blue flower mat.,The girl and boy are dancing.,2,bert_insertion
443080,A boy and a girl rode on a camel na sanda on the beach.,A woman stands on the back of a balanced cabai a glass over her head.,2,back_translation
459482,"An older man with a beard wearing respective coats, a pair of glove, and a hat, quietus on some grass.",An old man sleeps.,0,synonym_w2v
423135,A child is eating something very close to the camera while other children sit at a table behind him.,a smiling child is eating something not very close to the camera while other children sit themselves at behind a table behind him.,1,bert_insertion
158927,a man in stained black on a motorcycle riding in front of a man in red and blue on just a green bicycle.,Two man: one on a motorcycle and the other one on a bicycle.,0,bert_insertion
7187,A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag.,There is construction gone on.,1,bert_replacement
365606,A little male child on a dirt road is walk away from his blueing bike.,A little boy leaves his bike because he crashed.,1,synonym_w2v
350379,A boy in a blue outfit jumps down stairs on a skateboard.,A human jumps,0,bert_replacement
148769,Skateboarder in jeans and t-shirt performing jump.,skateboarder in jeans and wide t - shirt after performing full jump.,1,bert_insertion
70356,A man in a business suit is walking quickly next to a building.,A adult male in a business suit be walking quickly following to a building.,1,synonym_w2v
361958,A large water splash near three swimmers.,a large red water splash fell near three swimmers.,2,bert_insertion
86011,a busy day in the DC streets.,The phone just rang five times.,2,bert_replacement
368523,A woman poses with a small newborn in front of a flower bush.,A woman poses with a newborn.,0,bert_replacement
145606,Three young men playing a game of Monopoly in which two of them are physically arguing.,One man sits quietly waiting to play the game.,0,bert_replacement
11141,Skateboarder in black on ramps in mid-air pose.,The redboard hit a pose.,2,back_translation
426851,A woman is sitting in a chair reading a book with her head resting on her free hand.,There is a woman making a salad in the kitchen.,2,bert_replacement
430985,Skier jumping off the edge of a snowy cliff.,The skier is in the photo.,0,bert_replacement
367529,Two boys smile from within their makeshift tent of towels and blankets.,Two boys smile from within their makeshift collapsible shelter of towels and blankets.,0,synonym_w2v
389969,Man looks at fighter plane located in front of ornate building.,Man looks at fighter planer located in front of ornate building.,1,synonym_w2v
196517,a boy in a red shirt is about to serve a volleyball,today a teenage boy in a dark red shirt is about to serve a volleyball,0,bert_insertion
177423,A man against a big concrete complex.,A man pulled under a tree.,2,back_translation
86459,Several people are into hockey on rollerblades in a fenced in area.,Many people are into soccer,2,bert_replacement
56138,a girl in an orange dress rides a bicycle on a baleira street.,A girl is riding a bike.,1,back_translation
116507,A young man jumps into a swimming pool towards a bald man in water.,A boy jumps into pole near a man.,0,back_translation
248178,"but an african man wearing a maroon suit top is leaning backwards next up to a tall tied bundle attached of bamboo sticks, with bales of leaves in the black background.",The man is enjoying a relaxing day inside his office.,2,bert_insertion
180521,A man in jeans and tennis sneakers is doing a backflip in front of a group of onlookers in a dance studio.,A young man in jeans does a backflip in front of a group.,0,bert_replacement
248019,A mature lady walks through the maple.,The lady's asleep on the job.,2,back_translation
